Sample,Period,RC,QR,CS,EP,WC,Average
366,2018 - I,2.6667,2.6667,3.0000,2.0000,2.5000,2.5667
367,2018 - I,2.6667,2.6667,2.0000,1.7778,3.7500,2.5722
368,2018 - I,3.0000,3.6667,2.6667,2.3333,1.2500,2.5833
369,2018 - I,3.3333,3.3333,2.6667,2.3333,1.2500,2.5833
370,2018 - I,3.3333,3.6667,1.3333,3.3333,1.2500,2.5833
371,2018 - I,2.3333,3.3333,2.3333,2.4444,2.5000,2.5889
372,2018 - I,3.6667,2.3333,2.0000,2.4444,2.5000,2.5889
373,2018 - I,2.3333,2.6667,1.3333,1.6667,5.0000,2.6000
374,2018 - I,2.6667,3.3333,2.6667,3.1111,1.2500,2.6056
375,2018 - I,3.6667,2.6667,3.0000,2.4444,1.2500,2.6056
376,2018 - I,3.6667,2.6667,3.3333,2.1111,1.2500,2.6056
377,2018 - I,4.0000,2.6667,3.0000,2.1111,1.2500,2.6056
378,2018 - I,3.0000,3.0000,3.0000,2.7778,1.2500,2.6056
379,2018 - I,3.3333,2.3333,3.3333,2.7778,1.2500,2.6056
380,2018 - I,3.3333,3.3333,2.3333,2.7778,1.2500,2.6056
381,2018 - I,2.3333,3.0000,3.6667,2.7778,1.2500,2.6056
382,2018 - I,3.0000,3.6667,3.3333,1.7778,1.2500,2.6056
383,2018 - I,2.6667,3.0000,3.0000,1.8889,2.5000,2.6111
384,2018 - I,3.6667,2.3333,3.0000,1.5556,2.5000,2.6111
385,2018 - I,3.6667,3.6667,0.3333,2.8889,2.5000,2.6111
386,2018 - I,2.3333,3.0000,2.3333,2.8889,2.5000,2.6111
387,2018 - I,3.0000,2.0000,3.6667,3.2222,1.2500,2.6278
388,2018 - I,3.3333,3.3333,2.3333,1.6667,2.5000,2.6333
389,2018 - I,4.0000,3.3333,3.3333,2.5556,0.0000,2.6444
390,2018 - I,2.6667,2.6667,2.6667,4.0000,1.2500,2.6500
391,2018 - I,3.3333,3.0000,3.6667,2.0000,1.2500,2.6500
392,2018 - I,3.6667,3.0000,3.3333,2.0000,1.2500,2.6500
393,2018 - I,3.6667,3.6667,1.6667,3.0000,1.2500,2.6500
394,2018 - I,3.3333,2.3333,3.0000,3.3333,1.2500,2.6500
395,2018 - I,4.0000,3.3333,2.3333,2.3333,1.2500,2.6500
396,2018 - I,3.0000,3.3333,3.0000,2.7778,1.2500,2.6722
397,2018 - I,3.0000,2.6667,4.0000,2.4444,1.2500,2.6722
398,2018 - I,4.0000,3.3333,2.0000,2.7778,1.2500,2.6722
399,2018 - I,3.3333,2.3333,3.0000,2.2222,2.5000,2.6778
400,2018 - I,3.0000,1.6667,3.6667,2.5556,2.5000,2.6778
401,2018 - I,3.6667,3.3333,2.3333,1.5556,2.5000,2.6778
402,2018 - I,2.6667,1.6667,1.6667,3.6667,3.7500,2.6833
403,2018 - I,2.6667,3.0000,3.6667,2.8889,1.2500,2.6944
404,2018 - I,3.0000,3.3333,3.0000,2.8889,1.2500,2.6944
405,2018 - I,2.3333,3.3333,3.3333,2.0000,2.5000,2.7000
406,2018 - I,3.0000,3.0000,3.3333,1.6667,2.5000,2.7000
407,2018 - I,3.3333,3.3333,1.0000,2.1111,3.7500,2.7056
408,2018 - I,3.0000,2.6667,3.6667,3.0000,1.2500,2.7167
409,2018 - I,3.3333,3.6667,2.3333,3.0000,1.2500,2.7167
410,2018 - I,3.0000,2.3333,3.3333,3.6667,1.2500,2.7167
411,2018 - I,3.0000,3.0000,2.6667,2.4444,2.5000,2.7222
412,2018 - I,3.0000,3.0000,3.0000,2.1111,2.5000,2.7222
413,2018 - I,2.6667,2.6667,3.6667,3.4444,1.2500,2.7389
414,2018 - I,3.6667,3.0000,3.3333,2.4444,1.2500,2.7389
415,2018 - I,2.3333,3.3333,3.6667,3.1111,1.2500,2.7389
416,2018 - I,2.6667,3.0000,3.0000,2.5556,2.5000,2.7444
417,2018 - I,3.3333,2.6667,3.3333,1.8889,2.5000,2.7444
418,2018 - I,3.6667,2.6667,3.6667,2.5556,1.2500,2.7611
419,2018 - I,2.6667,2.3333,4.0000,3.5556,1.2500,2.7611
420,2018 - I,3.3333,3.6667,3.6667,1.8889,1.2500,2.7611
421,2018 - I,3.0000,3.0000,3.3333,3.2222,1.2500,2.7611
422,2018 - I,4.0000,2.3333,3.0000,3.2222,1.2500,2.7611
423,2018 - I,3.3333,3.0000,3.0000,2.0000,2.5000,2.7667
424,2018 - I,2.6667,3.0000,3.6667,2.0000,2.5000,2.7667
425,2018 - I,2.0000,2.3333,2.6667,3.1111,3.7500,2.7722
426,2018 - I,3.3333,2.6667,4.0000,2.6667,1.2500,2.7833
427,2018 - I,2.6667,4.0000,3.3333,2.6667,1.2500,2.7833
428,2018 - I,3.3333,3.6667,3.6667,2.0000,1.2500,2.7833
429,2018 - I,3.3333,2.6667,4.0000,2.7778,1.2500,2.8056
430,2018 - I,2.0000,2.3333,4.0000,3.2222,2.5000,2.8111
431,2018 - I,3.0000,3.0000,3.6667,3.2222,1.2500,2.8278
432,2018 - I,3.0000,2.6667,4.0000,3.2222,1.2500,2.8278
433,2018 - I,3.3333,2.6667,3.0000,2.6667,2.5000,2.8333
434,2018 - I,3.3333,3.3333,2.3333,2.6667,2.5000,2.8333
435,2018 - I,2.6667,2.0000,3.0000,2.7778,3.7500,2.8389
436,2018 - I,3.3333,3.6667,2.6667,2.1111,2.5000,2.8556
437,2018 - I,4.0000,3.0000,2.6667,2.1111,2.5000,2.8556
438,2018 - I,3.0000,2.6667,4.0000,2.1111,2.5000,2.8556
439,2018 - I,3.0000,3.3333,3.3333,2.1111,2.5000,2.8556
440,2018 - I,3.6667,3.0000,3.3333,3.1111,1.2500,2.8722
441,2018 - I,2.6667,3.6667,3.6667,3.1111,1.2500,2.8722
442,2018 - I,4.3333,3.0000,3.3333,2.4444,1.2500,2.8722
443,2018 - I,3.0000,2.6667,4.6667,2.7778,1.2500,2.8722
444,2018 - I,3.3333,3.3333,4.0000,2.4444,1.2500,2.8722
445,2018 - I,3.3333,3.0000,1.6667,3.8889,2.5000,2.8778
446,2018 - I,3.3333,2.6667,2.6667,2.0000,3.7500,2.8833
447,2018 - I,1.0000,3.3333,3.3333,1.7778,5.0000,2.8889
448,2018 - I,3.6667,3.6667,2.3333,3.5556,1.2500,2.8944
449,2018 - I,4.3333,3.3333,3.6667,1.8889,1.2500,2.8944
450,2018 - I,4.0000,3.3333,3.0000,2.8889,1.2500,2.8944
451,2018 - I,2.3333,3.0000,3.3333,3.3333,2.5000,2.9000
452,2018 - I,2.3333,3.3333,3.3333,3.1111,2.5000,2.9222
453,2018 - I,2.6667,3.3333,2.0000,2.8889,3.7500,2.9278
454,2018 - I,3.3333,3.0000,2.6667,1.8889,3.7500,2.9278
455,2018 - I,3.0000,2.6667,1.6667,3.5556,3.7500,2.9278
456,2018 - I,3.6667,2.6667,3.3333,2.5556,2.5000,2.9444
457,2018 - I,2.6667,3.0000,2.3333,3.0000,3.7500,2.9500
458,2018 - I,1.6667,3.0000,3.6667,2.6667,3.7500,2.9500
459,2018 - I,4.0000,3.3333,2.3333,2.6667,2.5000,2.9667
460,2018 - I,1.6667,3.0000,3.3333,3.1111,3.7500,2.9722
461,2018 - I,3.0000,3.6667,3.3333,3.6667,1.2500,2.9833
462,2018 - I,3.6667,4.0000,3.0000,3.0000,1.2500,2.9833
463,2018 - I,2.6667,3.6667,3.3333,2.8889,2.5000,3.0111
464,2018 - I,3.6667,3.6667,4.0000,2.5556,1.2500,3.0278
465,2018 - I,3.3333,4.6667,4.0000,1.8889,1.2500,3.0278
466,2018 - I,3.3333,3.0000,3.6667,2.6667,2.5000,3.0333
467,2018 - I,4.3333,3.0000,3.0000,2.3333,2.5000,3.0333
468,2018 - I,1.6667,3.6667,4.3333,3.0000,2.5000,3.0333
469,2018 - I,3.3333,2.6667,3.6667,3.2222,2.5000,3.0778
470,2018 - I,3.6667,2.6667,3.6667,2.8889,2.5000,3.0778
471,2018 - I,4.0000,3.3333,4.0000,2.8889,1.2500,3.0944
472,2018 - I,4.3333,3.3333,3.0000,2.3333,2.5000,3.1000
473,2018 - I,3.6667,1.6667,4.0000,3.7778,2.5000,3.1222
474,2018 - I,3.3333,2.3333,3.6667,2.7778,3.7500,3.1722
475,2018 - I,4.0000,3.3333,4.0000,3.3333,1.2500,3.1833
476,2018 - I,3.3333,3.6667,3.6667,2.7778,2.5000,3.1889
477,2018 - I,3.6667,3.0000,3.0000,3.7778,2.5000,3.1889
478,2018 - I,3.0000,4.0000,4.0000,3.8889,1.2500,3.2278
479,2018 - I,3.3333,3.6667,3.6667,3.0000,2.5000,3.2333
480,2018 - I,3.3333,3.3333,3.6667,3.3333,2.5000,3.2333
481,2018 - I,3.3333,3.3333,3.6667,2.1111,3.7500,3.2389
482,2018 - I,2.6667,2.6667,3.6667,2.3333,5.0000,3.2667
483,2018 - I,4.0000,4.6667,2.6667,4.1111,1.2500,3.3389
484,2018 - I,3.6667,3.3333,4.3333,2.8889,2.5000,3.3444
485,2018 - I,3.3333,3.6667,3.6667,3.6667,2.5000,3.3667
486,2018 - I,2.3333,3.0000,4.3333,3.4444,3.7500,3.3722
487,2018 - I,3.3333,3.3333,4.3333,3.4444,2.5000,3.3889
488,2018 - I,3.6667,3.3333,4.0000,2.2222,3.7500,3.3944
489,2018 - I,3.6667,3.0000,2.0000,3.3333,5.0000,3.4000
490,2018 - I,3.3333,3.3333,3.6667,4.2222,2.5000,3.4111
491,2018 - I,4.0000,3.0000,3.3333,3.0000,3.7500,3.4167
492,2018 - I,3.3333,3.3333,1.6667,4.1111,5.0000,3.4889
493,2018 - I,4.0000,2.6667,4.0000,3.2222,3.7500,3.5278
494,2018 - I,3.0000,3.6667,3.6667,2.4444,5.0000,3.5556
495,2018 - I,3.3333,4.0000,4.0000,3.2222,3.7500,3.6611
496,2018 - I,3.0000,3.6667,4.6667,3.8889,3.7500,3.7944
497,2018 - I,1.3333,2.6667,0.6667,1.4444,1.2500,1.4722
498,2018 - I,2.0000,2.6667,1.3333,1.8889,0.0000,1.5778
499,2018 - I,2.0000,2.3333,0.0000,2.3333,1.2500,1.5833
500,2018 - I,1.6667,3.0000,1.6667,1.6667,0.0000,1.6000
501,2018 - I,2.6667,2.3333,1.0000,1.2222,1.2500,1.6944
502,2018 - I,1.3333,3.3333,2.3333,1.7778,0.0000,1.7556
503,2018 - I,1.3333,3.3333,1.0000,1.8889,1.2500,1.7611
504,2018 - I,2.0000,3.0000,2.3333,1.5556,0.0000,1.7778
505,2018 - I,1.6667,2.6667,2.0000,1.4444,1.2500,1.8056
506,2018 - I,2.3333,2.6667,1.3333,1.5556,1.2500,1.8278
507,2018 - I,2.3333,3.0000,1.0000,1.5556,1.2500,1.8278
508,2018 - I,3.0000,2.6667,0.3333,3.2222,0.0000,1.8444
509,2018 - I,2.0000,3.0000,1.0000,2.1111,1.2500,1.8722
510,2018 - I,1.6667,2.3333,2.3333,2.0000,1.2500,1.9167
511,2018 - I,2.0000,2.3333,2.6667,1.8889,1.2500,2.0278
512,2018 - I,2.6667,2.3333,2.3333,1.5556,1.2500,2.0278
513,2018 - I,2.3333,2.6667,2.3333,1.5556,1.2500,2.0278
514,2018 - I,2.6667,3.0000,1.3333,1.8889,1.2500,2.0278
515,2018 - I,2.3333,3.0000,1.6667,2.0000,1.2500,2.0500
516,2018 - I,2.6667,2.0000,3.0000,1.5556,1.2500,2.0944
517,2018 - I,2.3333,3.0000,1.6667,2.2222,1.2500,2.0944
518,2018 - I,3.0000,1.6667,3.0000,1.5556,1.2500,2.0944
519,2018 - I,3.0000,2.3333,2.0000,2.0000,1.2500,2.1167
520,2018 - I,1.6667,2.3333,3.0000,2.3333,1.2500,2.1167
521,2018 - I,3.3333,2.3333,2.3333,1.3333,1.2500,2.1167
522,2018 - I,2.6667,2.0000,2.6667,2.1111,1.2500,2.1389
523,2018 - I,2.3333,2.6667,2.3333,2.1111,1.2500,2.1389
524,2018 - I,2.0000,2.6667,3.0000,1.8889,1.2500,2.1611
525,2018 - I,3.0000,3.0000,2.0000,1.5556,1.2500,2.1611
526,2018 - I,2.3333,2.3333,3.0000,2.1111,1.2500,2.2056
527,2018 - I,3.0000,1.3333,3.0000,2.4444,1.2500,2.2056
528,2018 - I,3.3333,3.0000,1.6667,1.7778,1.2500,2.2056
529,2018 - I,2.0000,3.3333,2.6667,1.8889,1.2500,2.2278
530,2018 - I,1.6667,2.6667,3.3333,2.2222,1.2500,2.2278
531,2018 - I,2.3333,2.6667,3.0000,2.1111,1.2500,2.2722
532,2018 - I,3.0000,2.6667,3.0000,1.4444,1.2500,2.2722
533,2018 - I,3.0000,3.3333,1.6667,2.1111,1.2500,2.2722
534,2018 - I,2.0000,2.3333,3.3333,1.3333,2.5000,2.3000
535,2018 - I,2.6667,3.0000,2.6667,2.1111,1.2500,2.3389
536,2018 - I,2.6667,2.6667,3.0000,2.1111,1.2500,2.3389
537,2018 - I,2.3333,3.3333,2.6667,2.2222,1.2500,2.3611
538,2018 - I,2.6667,3.0000,2.6667,2.4444,1.2500,2.4056
539,2018 - I,3.0000,2.6667,2.0000,3.1111,1.2500,2.4056
540,2018 - I,3.3333,3.0000,1.3333,3.1111,1.2500,2.4056
541,2018 - I,3.3333,3.0000,2.3333,2.2222,1.2500,2.4278
542,2018 - I,1.6667,2.6667,4.0000,2.6667,1.2500,2.4500
543,2018 - I,2.6667,3.0000,2.3333,2.0000,2.5000,2.5000
544,2018 - I,2.6667,3.0000,3.0000,2.6667,1.2500,2.5167
545,2018 - I,2.6667,3.3333,3.0000,2.3333,1.2500,2.5167
546,2018 - I,3.0000,2.6667,3.6667,3.3333,0.0000,2.5333
547,2018 - I,2.6667,3.3333,2.6667,2.7778,1.2500,2.5389
548,2018 - I,3.0000,3.0000,2.3333,3.1111,1.2500,2.5389
549,2018 - I,2.3333,3.3333,3.3333,2.4444,1.2500,2.5389
550,2018 - I,3.0000,3.3333,2.6667,2.5556,1.2500,2.5611
551,2018 - I,3.3333,3.0000,2.6667,2.5556,1.2500,2.5611
552,2018 - I,3.0000,2.3333,2.6667,2.3333,2.5000,2.5667
553,2018 - I,2.3333,3.3333,2.6667,3.3333,1.2500,2.5833
554,2018 - I,3.0000,3.3333,3.3333,2.1111,1.2500,2.6056
555,2018 - I,3.0000,3.0000,2.6667,3.2222,1.2500,2.6278
556,2018 - I,3.0000,3.3333,2.6667,2.8889,1.2500,2.6278
557,2018 - I,3.0000,3.6667,2.3333,3.0000,1.2500,2.6500
558,2018 - I,4.0000,2.3333,2.3333,3.3333,1.2500,2.6500
559,2018 - I,3.3333,3.0000,2.3333,2.1111,2.5000,2.6556
560,2018 - I,3.6667,4.0000,2.6667,1.8889,1.2500,2.6944
561,2018 - I,3.6667,2.3333,3.6667,2.6667,1.2500,2.7167
562,2018 - I,2.0000,3.0000,3.3333,2.7778,2.5000,2.7222
563,2018 - I,3.6667,3.0000,3.3333,2.4444,1.2500,2.7389
564,2018 - I,4.0000,3.0000,3.0000,2.4444,1.2500,2.7389
565,2018 - I,3.3333,3.3333,4.3333,2.8889,0.0000,2.7778
566,2018 - I,3.0000,3.0000,2.6667,4.2222,1.2500,2.8278
567,2018 - I,3.3333,2.3333,3.3333,4.0000,1.2500,2.8500
568,2018 - I,3.6667,3.3333,3.3333,2.7778,1.2500,2.8722
569,2018 - I,3.3333,3.0000,3.3333,3.5556,1.2500,2.8944
570,2018 - I,2.6667,3.6667,2.6667,3.0000,2.5000,2.9000
571,2018 - I,3.6667,3.6667,3.3333,3.2222,1.2500,3.0278
572,2018 - I,3.6667,2.3333,4.3333,3.5556,1.2500,3.0278
573,2018 - I,3.3333,3.6667,3.0000,4.2222,1.2500,3.0944
574,2018 - I,4.0000,3.3333,3.6667,2.0000,2.5000,3.1000
575,2018 - I,3.0000,3.3333,3.3333,3.5556,2.5000,3.1444
576,2018 - I,3.3333,3.6667,4.0000,2.3333,2.5000,3.1667
577,2018 - I,3.0000,4.0000,2.0000,3.3333,3.7500,3.2167
578,2018 - I,3.3333,3.6667,4.0000,4.0000,1.2500,3.2500
579,2018 - I,3.3333,4.0000,3.6667,4.0000,1.2500,3.2500
580,2018 - I,3.6667,3.3333,2.6667,3.2222,5.0000,3.5778
581,2018 - I,3.6667,3.3333,4.0000,3.6667,3.7500,3.6833
582,2018 - I,0.6667,2.0000,1.6667,1.6667,1.2500,1.4500
583,2018 - I,1.6667,0.6667,1.3333,1.8889,2.5000,1.6111
584,2018 - I,2.3333,3.0000,1.6667,1.3333,0.0000,1.6667
585,2018 - I,2.6667,1.3333,3.0000,1.3333,0.0000,1.6667
586,2018 - I,3.0000,1.6667,2.3333,1.6667,0.0000,1.7333
587,2018 - I,1.6667,2.3333,1.6667,1.8889,1.2500,1.7611
588,2018 - I,1.6667,1.0000,3.0000,2.2222,1.2500,1.8278
589,2018 - I,3.3333,1.3333,1.6667,1.6667,1.2500,1.8500
590,2018 - I,1.3333,2.3333,2.6667,1.7778,1.2500,1.8722
591,2018 - I,2.3333,2.6667,1.0000,2.1111,1.2500,1.8722
592,2018 - I,1.6667,1.6667,3.3333,1.4444,1.2500,1.8722
593,2018 - I,1.6667,2.3333,2.6667,1.5556,1.2500,1.8944
594,2018 - I,3.0000,2.0000,1.6667,1.6667,1.2500,1.9167
595,2018 - I,2.6667,2.3333,1.3333,2.1111,1.2500,1.9389
596,2018 - I,2.0000,2.3333,2.3333,2.0000,1.2500,1.9833
597,2018 - I,1.6667,3.3333,2.0000,1.7778,1.2500,2.0056
598,2018 - I,3.0000,2.0000,2.0000,1.8889,1.2500,2.0278
599,2018 - I,2.3333,3.3333,1.3333,1.8889,1.2500,2.0278
600,2018 - I,2.0000,2.3333,2.3333,2.3333,1.2500,2.0500
601,2018 - I,2.6667,2.0000,2.3333,2.1111,1.2500,2.0722
602,2018 - I,2.6667,2.6667,2.3333,1.7778,1.2500,2.1389
603,2018 - I,2.0000,3.0000,1.3333,1.8889,2.5000,2.1444
604,2018 - I,2.6667,2.6667,3.0000,2.5556,0.0000,2.1778
605,2018 - I,2.3333,2.3333,3.0000,2.1111,1.2500,2.2056
606,2018 - I,2.6667,2.3333,2.6667,2.2222,1.2500,2.2278
607,2018 - I,1.6667,1.6667,1.6667,2.4444,3.7500,2.2389
608,2018 - I,3.0000,3.0000,2.0000,2.2222,1.2500,2.2944
609,2018 - I,2.3333,2.3333,2.6667,1.6667,2.5000,2.3000
610,2018 - I,1.6667,3.0000,2.0000,3.6667,1.2500,2.3167
611,2018 - I,2.6667,2.3333,1.6667,2.4444,2.5000,2.3222
612,2018 - I,2.3333,3.0000,3.0000,2.1111,1.2500,2.3389
613,2018 - I,3.0000,2.6667,2.6667,2.2222,1.2500,2.3611
614,2018 - I,2.6667,2.6667,2.6667,2.5556,1.2500,2.3611
615,2018 - I,2.3333,1.6667,3.0000,2.3333,2.5000,2.3667
616,2018 - I,3.0000,2.3333,3.0000,2.3333,1.2500,2.3833
617,2018 - I,3.3333,2.6667,2.3333,2.4444,1.2500,2.4056
618,2018 - I,3.6667,2.3333,2.0000,2.7778,1.2500,2.4056
619,2018 - I,2.6667,3.0000,3.3333,1.8889,1.2500,2.4278
620,2018 - I,3.3333,2.3333,3.3333,2.0000,1.2500,2.4500
621,2018 - I,2.0000,3.0000,3.6667,2.4444,1.2500,2.4722
622,2018 - I,2.6667,2.6667,2.3333,2.2222,2.5000,2.4778
623,2018 - I,2.0000,2.6667,3.3333,2.0000,2.5000,2.5000
624,2018 - I,3.3333,3.0000,2.6667,2.4444,1.2500,2.5389
625,2018 - I,3.6667,3.6667,2.0000,2.2222,1.2500,2.5611
626,2018 - I,2.6667,3.0000,3.6667,3.0000,1.2500,2.7167
627,2018 - I,2.0000,3.6667,2.6667,4.0000,1.2500,2.7167
628,2018 - I,3.0000,3.0000,3.3333,3.0000,1.2500,2.7167
629,2018 - I,3.6667,2.6667,3.6667,2.3333,1.2500,2.7167
630,2018 - I,3.6667,3.3333,3.0000,2.5556,1.2500,2.7611
631,2018 - I,3.6667,3.3333,2.6667,1.7778,2.5000,2.7889
632,2018 - I,3.0000,3.3333,1.0000,3.1111,3.7500,2.8389
633,2018 - I,3.6667,2.0000,1.6667,3.2222,3.7500,2.8611
634,2018 - I,3.6667,3.3333,4.0000,2.2222,1.2500,2.8944
635,2018 - I,3.0000,3.6667,3.3333,3.0000,3.7500,3.3500
636,2018 - I,1.6667,2.3333,2.6667,0.3333,0.0000,1.4000
637,2018 - I,1.3333,2.3333,1.0000,2.1111,1.2500,1.6056
638,2018 - I,2.3333,2.3333,1.6667,2.1111,0.0000,1.6889
639,2018 - I,2.0000,2.6667,1.3333,1.2222,1.2500,1.6944
640,2018 - I,2.6667,2.0000,2.3333,1.8889,0.0000,1.7778
641,2018 - I,3.0000,1.0000,1.6667,2.0000,1.2500,1.7833
642,2018 - I,2.3333,2.6667,0.6667,2.4444,1.2500,1.8722
643,2018 - I,2.6667,2.6667,1.6667,1.3333,1.2500,1.9167
644,2018 - I,2.3333,2.6667,1.6667,2.3333,1.2500,2.0500
645,2018 - I,3.0000,2.6667,1.6667,1.8889,1.2500,2.0944
646,2018 - I,3.0000,2.3333,2.6667,1.2222,1.2500,2.0944
647,2018 - I,2.0000,3.0000,3.0000,1.2222,1.2500,2.0944
648,2018 - I,2.3333,3.3333,2.3333,1.2222,1.2500,2.0944
649,2018 - I,2.3333,2.0000,4.0000,1.0000,1.2500,2.1167
650,2018 - I,2.3333,2.6667,1.6667,2.6667,1.2500,2.1167
651,2018 - I,2.0000,2.6667,3.0000,2.0000,1.2500,2.1833
652,2018 - I,2.3333,3.0000,2.6667,1.6667,1.2500,2.1833
653,2018 - I,2.3333,3.3333,1.6667,2.3333,1.2500,2.1833
654,2018 - I,2.0000,3.0000,2.3333,2.4444,1.2500,2.2056
655,2018 - I,2.3333,3.0000,2.0000,2.5556,1.2500,2.2278
656,2018 - I,3.0000,3.0000,2.3333,1.5556,1.2500,2.2278
657,2018 - I,2.0000,2.6667,2.0000,2.0000,2.5000,2.2333
658,2018 - I,2.6667,3.0000,2.3333,2.0000,1.2500,2.2500
659,2018 - I,2.0000,3.0000,2.6667,2.4444,1.2500,2.2722
660,2018 - I,3.3333,3.3333,1.3333,2.1111,1.2500,2.2722
661,2018 - I,3.0000,2.6667,2.3333,2.3333,1.2500,2.3167
662,2018 - I,2.6667,2.3333,3.0000,2.3333,1.2500,2.3167
663,2018 - I,3.3333,3.0000,2.3333,1.6667,1.2500,2.3167
664,2018 - I,3.0000,2.6667,2.6667,2.1111,1.2500,2.3389
665,2018 - I,3.3333,2.6667,2.3333,2.1111,1.2500,2.3389
666,2018 - I,2.6667,2.6667,3.3333,1.8889,1.2500,2.3611
667,2018 - I,2.0000,3.6667,2.0000,3.0000,1.2500,2.3833
668,2018 - I,3.3333,3.0000,2.3333,2.1111,1.2500,2.4056
669,2018 - I,2.0000,2.0000,3.0000,3.7778,1.2500,2.4056
670,2018 - I,2.3333,3.0000,2.3333,3.3333,1.2500,2.4500
671,2018 - I,2.6667,3.0000,2.6667,3.0000,1.2500,2.5167
672,2018 - I,2.6667,3.3333,2.6667,2.7778,1.2500,2.5389
673,2018 - I,3.0000,3.0000,2.3333,2.0000,2.5000,2.5667
674,2018 - I,3.6667,3.0000,3.0000,2.1111,1.2500,2.6056
675,2018 - I,2.6667,2.6667,3.6667,2.7778,1.2500,2.6056
676,2018 - I,2.0000,3.0000,2.0000,3.5556,2.5000,2.6111
677,2018 - I,3.3333,2.3333,2.6667,2.2222,2.5000,2.6111
678,2018 - I,3.0000,3.3333,2.3333,1.8889,2.5000,2.6111
679,2018 - I,2.6667,2.6667,2.0000,3.3333,2.5000,2.6333
680,2018 - I,3.3333,3.0000,2.3333,3.4444,1.2500,2.6722
681,2018 - I,3.6667,3.3333,3.3333,1.8889,1.2500,2.6944
682,2018 - I,4.0000,2.0000,3.3333,2.8889,1.2500,2.6944
683,2018 - I,4.0000,1.6667,4.3333,2.4444,1.2500,2.7389
684,2018 - I,3.0000,3.3333,4.0000,2.2222,1.2500,2.7611
685,2018 - I,2.3333,2.6667,2.3333,1.6667,5.0000,2.8000
686,2018 - I,4.0000,3.6667,3.0000,3.5556,0.0000,2.8444
687,2018 - I,2.6667,3.3333,4.3333,2.6667,1.2500,2.8500
688,2018 - I,3.3333,2.6667,3.6667,3.1111,2.5000,3.0556
689,2018 - I,2.6667,4.0000,2.6667,2.5556,3.7500,3.1278
690,2018 - I,3.6667,3.3333,4.3333,3.4444,1.2500,3.2056
691,2018 - I,3.6667,3.3333,2.6667,3.8889,2.5000,3.2111
692,2018 - I,3.6667,4.0000,3.0000,4.3333,1.2500,3.2500
693,2018 - I,3.6667,3.3333,3.6667,4.0000,2.5000,3.4333
694,2018 - I,2.0000,1.3333,0.6667,1.4444,1.2500,1.3389
695,2018 - I,1.3333,2.0000,1.0000,2.4444,0.0000,1.3556
696,2018 - I,1.6667,3.0000,1.0000,1.5556,0.0000,1.4444
697,2018 - I,1.0000,2.0000,1.3333,2.1111,1.2500,1.5389
698,2018 - I,2.0000,2.3333,2.0000,1.5556,0.0000,1.5778
699,2018 - I,2.3333,2.3333,1.0000,1.3333,1.2500,1.6500
700,2018 - I,1.0000,2.0000,2.3333,1.8889,1.2500,1.6944
701,2018 - I,1.6667,2.0000,2.0000,1.6667,1.2500,1.7167
702,2018 - I,2.3333,1.6667,1.6667,1.6667,1.2500,1.7167
703,2018 - I,1.6667,2.6667,1.3333,1.7778,1.2500,1.7389
704,2018 - I,1.6667,2.0000,1.6667,2.1111,1.2500,1.7389
705,2018 - I,2.0000,2.3333,1.6667,1.5556,1.2500,1.7611
706,2018 - I,1.6667,2.0000,2.0000,2.0000,1.2500,1.7833
707,2018 - I,2.0000,2.0000,3.0000,2.0000,0.0000,1.8000
708,2018 - I,2.0000,2.6667,1.6667,1.4444,1.2500,1.8056
709,2018 - I,1.3333,3.3333,1.6667,1.4444,1.2500,1.8056
710,2018 - I,1.6667,2.3333,2.6667,1.2222,1.2500,1.8278
711,2018 - I,2.6667,1.6667,1.3333,1.0000,2.5000,1.8333
712,2018 - I,2.0000,2.3333,2.0000,1.6667,1.2500,1.8500
713,2018 - I,1.6667,2.6667,2.3333,1.3333,1.2500,1.8500
714,2018 - I,3.0000,2.0000,2.3333,0.6667,1.2500,1.8500
715,2018 - I,2.3333,2.0000,2.3333,1.3333,1.2500,1.8500
716,2018 - I,2.0000,2.0000,2.0000,2.1111,1.2500,1.8722
717,2018 - I,2.6667,2.3333,3.0000,1.4444,0.0000,1.8889
718,2018 - I,2.0000,2.0000,2.0000,2.2222,1.2500,1.8944
719,2018 - I,1.6667,2.0000,3.0000,1.5556,1.2500,1.8944
720,2018 - I,2.0000,2.6667,1.0000,2.6667,1.2500,1.9167
721,2018 - I,2.0000,2.0000,2.0000,2.3333,1.2500,1.9167
722,2018 - I,1.3333,3.3333,2.0000,1.6667,1.2500,1.9167
723,2018 - I,1.3333,2.0000,2.0000,1.8889,2.5000,1.9444
724,2018 - I,2.6667,2.0000,2.0000,1.8889,1.2500,1.9611
725,2018 - I,2.3333,2.6667,1.6667,1.8889,1.2500,1.9611
726,2018 - I,2.6667,3.3333,1.0000,1.5556,1.2500,1.9611
727,2018 - I,2.0000,2.3333,2.3333,1.8889,1.2500,1.9611
728,2018 - I,2.0000,3.3333,0.6667,2.5556,1.2500,1.9611
729,2018 - I,1.3333,3.3333,3.0000,2.2222,0.0000,1.9778
730,2018 - I,2.3333,2.0000,2.0000,2.3333,1.2500,1.9833
731,2018 - I,3.3333,3.0000,1.6667,2.0000,0.0000,2.0000
732,2018 - I,2.0000,3.0000,2.0000,1.7778,1.2500,2.0056
